"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON.MEASURE","ITEM.MEASURE","MEASURE.DIFFERENCE","LOG.PROBABILITY.","PREDICTED.PERSON.MEASURE","PREDICTED.ITEM.MEASURE","KURTOSIS","MORE.PROBABLE.RESPONSE","RESPONSE.WEIGHT","CODE","PERSON.LABEL","ITEM.LABEL"
57,2,2,2,1.886,0.114,0.338,0.114,1.862,-0.611,2.473,-0.114,1.065,0.187,0.143,2,1,2,"CLAPP, CHARLIE","READ BOOKS ON ANIMALS"
57,3,2,2,1.572,0.295,0.788,0.428,1.862,0.279,1.584,-0.516,2.577,-0.436,0.214,2,1,2,"CLAPP, CHARLIE","READ BOOKS ON PLANTS"
57,4,0,0,1.021,0.351,-1.723,-1.021,1.862,1.802,0.06,-1.8,-0.656,4.32,0.351,1,1,0,"CLAPP, CHARLIE","WATCH GRASS CHANGE"
57,5,0,0,0.826,0.522,-1.143,-0.826,1.862,2.189,-0.326,-1.013,0.357,3.694,0.529,1,1,0,"CLAPP, CHARLIE","FIND BOTTLES AND CANS"
57,6,2,2,1.612,0.28,0.733,0.388,1.862,0.164,1.699,-0.457,2.433,-0.407,0.206,2,1,2,"CLAPP, CHARLIE","LOOK UP STRANGE ANIMAL OR PLANT"
57,7,2,2,1.384,0.401,0.973,0.616,1.862,0.994,0.868,-0.763,3.05,-0.194,0.378,2,1,2,"CLAPP, CHARLIE","WATCH ANIMAL MOVE"
57,8,0,0,1.088,0.396,-1.729,-1.088,1.862,1.641,0.221,-1.846,-0.641,4.144,0.391,1,1,0,"CLAPP, CHARLIE","LOOK IN SIDEWALK CRACKS"
57,9,2,2,1.573,0.344,0.728,0.427,1.862,0.6,1.263,-0.474,2.492,-0.03,0.361,2,1,2,"CLAPP, CHARLIE","LEARN WEED NAMES"
57,10,2,2,1.93,0.067,0.271,0.07,1.862,-1.57,3.432,-0.072,0.473,-0.181,0.065,2,1,2,"CLAPP, CHARLIE","LISTEN TO BIRD SING"
57,11,2,2,1.864,0.12,0.392,0.136,1.862,-1.372,3.234,-0.144,1.135,-0.645,0.091,2,1,2,"CLAPP, CHARLIE","FIND WHERE ANIMAL LIVES"
57,12,2,2,1.953,0.045,0.223,0.047,1.862,-1.139,3.001,-0.049,-0.041,0.764,0.039,2,1,2,"CLAPP, CHARLIE","GO TO MUSEUM"
57,13,2,2,1.953,0.053,0.205,0.047,1.862,-0.896,2.758,-0.044,0.437,0.529,0.088,2,1,2,"CLAPP, CHARLIE","GROW GARDEN"
57,14,2,2,1.593,0.295,0.749,0.407,1.862,0.294,1.569,-0.478,2.489,-0.333,0.234,2,1,2,"CLAPP, CHARLIE","LOOK AT PICTURES OF PLANTS"
57,15,2,2,1.827,0.157,0.438,0.173,1.862,-0.559,2.421,-0.183,1.448,-0.145,0.149,2,1,2,"CLAPP, CHARLIE","READ ANIMAL STORIES"
57,16,2,2,1.481,0.313,0.928,0.519,1.862,0.468,1.394,-0.668,2.899,-0.568,0.214,2,1,2,"CLAPP, CHARLIE","MAKE A MAP"
57,17,2,2,1.685,0.253,0.626,0.315,1.862,0.045,1.817,-0.351,2.142,-0.234,0.218,2,1,2,"CLAPP, CHARLIE","WATCH WHAT ANIMALS EAT"
57,18,2,2,1.991,0.01,0.094,0.009,1.862,-2.256,4.118,-0.009,-0.979,0.585,0.013,2,1,2,"CLAPP, CHARLIE","GO ON PICNIC"
57,19,2,2,1.977,0.024,0.153,0.023,1.862,-2.161,4.023,-0.023,-0.502,0.204,0.026,2,1,2,"CLAPP, CHARLIE","GO TO ZOO"
57,20,0,0,1.051,0.444,-1.578,-1.051,1.862,1.747,0.116,-1.622,-0.373,3.982,0.443,1,1,0,"CLAPP, CHARLIE","WATCH BUGS"
57,21,2,2,1.89,0.107,0.337,0.11,1.862,-0.804,2.666,-0.112,0.997,0.061,0.119,2,1,2,"CLAPP, CHARLIE","WATCH BIRD MAKE NEST"
57,22,2,2,1.718,0.237,0.579,0.282,1.862,-0.009,1.871,-0.307,2.003,-0.151,0.222,2,1,2,"CLAPP, CHARLIE","FIND OUT WHAT ANIMALS EAT"
57,23,0,0,0.953,0.552,-1.283,-0.953,1.862,1.947,-0.084,-1.202,0.154,3.655,0.553,1,1,0,"CLAPP, CHARLIE","WATCH A RAT"
57,24,2,2,1.822,0.168,0.435,0.178,1.862,-0.32,2.183,-0.183,1.496,0.045,0.189,2,1,2,"CLAPP, CHARLIE","FIND OUT WHAT FLOWERS LIVE ON"
57,25,2,2,1.594,0.312,0.727,0.406,1.862,0.421,1.441,-0.463,2.457,-0.173,0.287,2,1,2,"CLAPP, CHARLIE","TALK W/FRIENDS ABOUT PLANTS"
58,1,1,1,1.576,0.265,-1.118,-0.576,1.125,-0.892,2.016,-0.907,-0.892,1.125,0.127,2,1,1,"CLAPP, DOCENT","WATCH BIRDS"
58,2,2,2,1.764,0.229,0.493,0.236,1.125,-0.611,1.735,-0.237,1.065,-0.551,0.304,2,1,2,"CLAPP, DOCENT","READ BOOKS ON ANIMALS"
58,3,2,2,1.325,0.366,1.115,0.675,1.125,0.279,0.846,-0.919,2.577,-1.174,0.315,1,1,2,"CLAPP, DOCENT","READ BOOKS ON PLANTS"
58,4,1,1,0.763,0.345,0.403,0.237,1.125,1.802,-0.677,-0.513,1.802,1.125,0.303,1,1,1,"CLAPP, DOCENT","WATCH GRASS CHANGE"
58,5,0,0,0.484,0.389,-0.776,-0.484,1.125,2.189,-1.064,-0.536,0.357,2.956,0.424,0,1,0,"CLAPP, DOCENT","FIND BOTTLES AND CANS"
58,6,1,1,1.373,0.362,-0.62,-0.373,1.125,0.164,0.961,-0.695,0.164,1.125,0.305,1,1,1,"CLAPP, DOCENT","LOOK UP STRANGE ANIMAL OR PLANT"
58,7,0,0,1.061,0.463,-1.559,-1.061,1.125,0.994,0.131,-1.595,-1.063,3.181,0.462,1,1,0,"CLAPP, DOCENT","WATCH ANIMAL MOVE"
58,8,1,1,0.796,0.387,0.327,0.204,1.125,1.641,-0.516,-0.56,1.641,1.125,0.364,1,1,1,"CLAPP, DOCENT","LOOK IN SIDEWALK CRACKS"
58,9,2,2,1.265,0.481,1.06,0.735,1.125,0.6,0.525,-0.896,2.492,-0.767,0.487,1,1,2,"CLAPP, DOCENT","LEARN WEED NAMES"
58,10,2,2,1.86,0.129,0.391,0.14,1.125,-1.57,2.694,-0.147,0.473,-0.919,0.12,2,1,2,"CLAPP, DOCENT","LISTEN TO BIRD SING"
58,11,2,2,1.748,0.199,0.565,0.252,1.125,-1.372,2.497,-0.284,1.135,-1.382,0.126,2,1,2,"CLAPP, DOCENT","FIND WHERE ANIMAL LIVES"
58,12,2,2,1.906,0.085,0.322,0.094,1.125,-1.139,2.264,-0.099,-0.041,0.026,0.063,2,1,2,"CLAPP, DOCENT","GO TO MUSEUM"
58,13,2,2,1.89,0.13,0.305,0.11,1.125,-0.896,2.021,-0.099,0.437,-0.209,0.252,2,1,2,"CLAPP, DOCENT","GROW GARDEN"
58,14,2,2,1.34,0.384,1.065,0.66,1.125,0.294,0.831,-0.867,2.489,-1.07,0.344,1,1,2,"CLAPP, DOCENT","LOOK AT PICTURES OF PLANTS"
58,15,2,2,1.672,0.268,0.633,0.328,1.125,-0.559,1.684,-0.362,1.448,-0.882,0.253,2,1,2,"CLAPP, DOCENT","READ ANIMAL STORIES"
58,16,1,1,1.234,0.351,-0.394,-0.234,1.125,0.468,0.656,-0.521,0.468,1.125,0.311,1,1,1,"CLAPP, DOCENT","MAKE A MAP"
58,17,2,2,1.456,0.367,0.898,0.544,1.125,0.045,1.079,-0.663,2.142,-0.972,0.331,2,1,2,"CLAPP, DOCENT","WATCH WHAT ANIMALS EAT"
58,18,2,2,1.98,0.022,0.137,0.02,1.125,-2.256,3.381,-0.02,-0.979,-0.153,0.034,2,1,2,"CLAPP, DOCENT","GO ON PICNIC"
58,19,2,2,1.951,0.049,0.221,0.049,1.125,-2.161,3.285,-0.049,-0.502,-0.534,0.057,2,1,2,"CLAPP, DOCENT","GO TO ZOO"
58,20,0,0,0.729,0.417,-1.129,-0.729,1.125,1.747,-0.622,-0.966,-0.373,3.244,0.396,1,1,0,"CLAPP, DOCENT","WATCH BUGS"
58,21,2,2,1.778,0.206,0.489,0.222,1.125,-0.804,1.929,-0.23,0.997,-0.677,0.239,2,1,2,"CLAPP, DOCENT","WATCH BIRD MAKE NEST"
58,22,1,1,1.496,0.365,-0.822,-0.496,1.125,-0.009,1.134,-0.944,-0.009,1.125,0.347,2,1,1,"CLAPP, DOCENT","FIND OUT WHAT ANIMALS EAT"
58,23,0,0,0.576,0.447,-0.861,-0.576,1.125,1.947,-0.822,-0.643,0.154,2.917,0.488,0,1,0,"CLAPP, DOCENT","WATCH A RAT"
58,24,2,2,1.651,0.304,0.632,0.349,1.125,-0.32,1.445,-0.371,1.496,-0.692,0.344,2,1,2,"CLAPP, DOCENT","FIND OUT WHAT FLOWERS LIVE ON"
58,25,1,1,1.32,0.426,-0.491,-0.32,1.125,0.421,0.703,-0.751,0.421,1.125,0.411,1,1,1,"CLAPP, DOCENT","TALK W/FRIENDS ABOUT PLANTS"
59,1,2,2,1.809,0.158,0.481,0.191,2.214,-0.892,3.106,-0.21,1.879,-0.556,0.099,2,1,2,"CLAPP, LB","WATCH BIRDS"
59,2,2,2,1.92,0.08,0.283,0.08,2.214,-0.611,2.825,-0.08,1.065,0.539,0.097,2,1,2,"CLAPP, LB","READ BOOKS ON ANIMALS"
59,3,2,2,1.668,0.25,0.664,0.332,2.214,0.279,1.936,-0.383,2.577,-0.084,0.179,2,1,2,"CLAPP, LB","READ BOOKS ON PLANTS"
59,4,1,1,1.145,0.349,-0.245,-0.145,2.214,1.802,0.412,-0.462,1.802,2.214,0.332,1,1,1,"CLAPP, LB","WATCH GRASS CHANGE"
59,5,0,0,1.014,0.539,-1.381,-1.014,2.214,2.189,0.026,-1.336,0.357,4.046,0.539,1,1,0,"CLAPP, LB","FIND BOTTLES AND CANS"
59,6,2,2,1.702,0.233,0.617,0.298,2.214,0.164,2.051,-0.337,2.433,-0.055,0.172,2,1,2,"CLAPP, LB","LOOK UP STRANGE ANIMAL OR PLANT"
59,7,1,1,1.516,0.348,-0.875,-0.516,2.214,0.994,1.22,-0.954,0.994,2.214,0.319,2,1,1,"CLAPP, LB","WATCH ANIMAL MOVE"
59,8,1,1,1.226,0.385,-0.364,-0.226,2.214,1.641,0.574,-0.572,1.641,2.214,0.357,1,1,1,"CLAPP, LB","LOOK IN SIDEWALK CRACKS"
59,9,2,2,1.681,0.273,0.609,0.319,2.214,0.6,1.615,-0.343,2.492,0.322,0.288,2,1,2,"CLAPP, LB","LEARN WEED NAMES"
59,10,2,2,1.95,0.048,0.227,0.05,2.214,-1.57,3.784,-0.051,0.473,0.171,0.047,2,1,2,"CLAPP, LB","LISTEN TO BIRD SING"
59,11,2,2,1.901,0.09,0.329,0.099,2.214,-1.372,3.586,-0.103,1.135,-0.293,0.073,2,1,2,"CLAPP, LB","FIND WHERE ANIMAL LIVES"
59,12,2,2,1.966,0.033,0.187,0.034,2.214,-1.139,3.354,-0.034,-0.041,1.116,0.029,2,1,2,"CLAPP, LB","GO TO MUSEUM"
59,13,2,2,1.968,0.035,0.171,0.032,2.214,-0.896,3.11,-0.03,0.437,0.881,0.054,2,1,2,"CLAPP, LB","GROW GARDEN"
59,14,2,2,1.688,0.245,0.63,0.312,2.214,0.294,1.921,-0.352,2.489,0.019,0.192,2,1,2,"CLAPP, LB","LOOK AT PICTURES OF PLANTS"
59,15,2,2,1.874,0.117,0.368,0.126,2.214,-0.559,2.773,-0.13,1.448,0.207,0.112,2,1,2,"CLAPP, LB","READ ANIMAL STORIES"
59,16,1,1,1.586,0.279,-1.108,-0.586,2.214,0.468,1.746,-0.974,0.468,2.214,0.178,2,1,1,"CLAPP, LB","MAKE A MAP"
59,17,2,2,1.765,0.2,0.526,0.235,2.214,0.045,2.169,-0.255,2.142,0.118,0.174,2,1,2,"CLAPP, LB","WATCH WHAT ANIMALS EAT"
59,18,2,2,1.994,0.007,0.079,0.006,2.214,-2.256,4.47,-0.006,-0.979,0.937,0.008,2,1,2,"CLAPP, LB","GO ON PICNIC"
59,19,2,2,1.984,0.017,0.128,0.016,2.214,-2.161,4.375,-0.016,-0.502,0.556,0.018,2,1,2,"CLAPP, LB","GO TO ZOO"
59,20,0,0,1.206,0.429,-1.841,-1.206,2.214,1.747,0.468,-2.019,-0.373,4.334,0.416,1,1,0,"CLAPP, LB","WATCH BUGS"
59,21,2,2,1.922,0.077,0.283,0.078,2.214,-0.804,3.018,-0.079,0.997,0.413,0.083,2,1,2,"CLAPP, LB","WATCH BIRD MAKE NEST"
59,22,2,2,1.792,0.184,0.486,0.208,2.214,-0.009,2.224,-0.222,2.003,0.202,0.173,2,1,2,"CLAPP, LB","FIND OUT WHAT ANIMALS EAT"
59,23,2,2,1.147,0.541,1.16,0.853,2.214,1.947,0.268,-1.036,3.739,0.422,0.547,1,1,2,"CLAPP, LB","WATCH A RAT"
59,24,2,2,1.873,0.122,0.364,0.127,2.214,-0.32,2.535,-0.13,1.496,0.397,0.136,2,1,2,"CLAPP, LB","FIND OUT WHAT FLOWERS LIVE ON"
59,25,2,2,1.694,0.252,0.61,0.306,2.214,0.421,1.793,-0.338,2.457,0.179,0.231,2,1,2,"CLAPP, LB","TALK W/FRIENDS ABOUT PLANTS"
60,1,1,1,1.611,0.254,-1.211,-0.611,1.261,-0.892,2.153,-0.988,-0.892,1.261,0.122,2,1,1,"SQUILLY, MICHAEL","WATCH BIRDS"
60,2,2,2,1.794,0.202,0.459,0.206,1.261,-0.611,1.872,-0.207,1.065,-0.414,0.267,2,1,2,"SQUILLY, MICHAEL","READ BOOKS ON ANIMALS"
60,3,2,2,1.375,0.356,1.048,0.625,1.261,0.279,0.982,-0.831,2.577,-1.037,0.295,1,1,2,"SQUILLY, MICHAEL","READ BOOKS ON PLANTS"
60,4,1,1,0.811,0.348,0.321,0.189,1.261,1.802,-0.541,-0.484,1.802,1.261,0.319,1,1,1,"SQUILLY, MICHAEL","WATCH GRASS CHANGE"
60,5,1,1,0.54,0.419,0.711,0.46,1.261,2.189,-0.928,-0.998,2.189,1.261,0.451,0,1,1,"SQUILLY, MICHAEL","FIND BOTTLES AND CANS"
60,6,1,1,1.422,0.35,-0.713,-0.422,1.261,0.164,1.097,-0.75,0.164,1.261,0.284,2,1,1,"SQUILLY, MICHAEL","LOOK UP STRANGE ANIMAL OR PLANT"
60,7,1,1,1.123,0.458,-0.182,-0.123,1.261,0.994,0.267,-0.641,0.994,1.261,0.455,1,1,1,"SQUILLY, MICHAEL","WATCH ANIMAL MOVE"
60,8,1,1,0.85,0.392,0.24,0.15,1.261,1.641,-0.38,-0.536,1.641,1.261,0.379,1,1,1,"SQUILLY, MICHAEL","LOOK IN SIDEWALK CRACKS"
60,9,2,2,1.33,0.46,0.988,0.67,1.261,0.6,0.661,-0.8,2.492,-0.631,0.47,2,1,2,"SQUILLY, MICHAEL","LEARN WEED NAMES"
60,10,2,2,1.876,0.115,0.366,0.124,1.261,-1.57,2.831,-0.129,0.473,-0.782,0.107,2,1,2,"SQUILLY, MICHAEL","LISTEN TO BIRD SING"
60,11,2,2,1.774,0.183,0.528,0.226,1.261,-1.372,2.633,-0.251,1.135,-1.246,0.12,2,1,2,"SQUILLY, MICHAEL","FIND WHERE ANIMAL LIVES"
60,12,2,2,1.917,0.076,0.301,0.083,1.261,-1.139,2.4,-0.087,-0.041,0.162,0.059,2,1,2,"SQUILLY, MICHAEL","GO TO MUSEUM"
60,13,2,2,1.906,0.109,0.283,0.094,1.261,-0.896,2.157,-0.085,0.437,-0.072,0.209,2,1,2,"SQUILLY, MICHAEL","GROW GARDEN"
60,14,1,1,1.392,0.371,-0.644,-0.392,1.261,0.294,0.967,-0.743,0.294,1.261,0.322,1,1,1,"SQUILLY, MICHAEL","LOOK AT PICTURES OF PLANTS"
60,15,2,2,1.707,0.245,0.592,0.293,1.261,-0.559,1.82,-0.32,1.448,-0.746,0.231,2,1,2,"SQUILLY, MICHAEL","READ ANIMAL STORIES"
60,16,1,1,1.281,0.347,-0.478,-0.281,1.261,0.468,0.793,-0.556,0.468,1.261,0.293,1,1,1,"SQUILLY, MICHAEL","MAKE A MAP"
60,17,1,1,1.505,0.347,-0.856,-0.505,1.261,0.045,1.216,-0.921,0.045,1.261,0.309,2,1,1,"SQUILLY, MICHAEL","WATCH WHAT ANIMALS EAT"
60,18,2,2,1.982,0.019,0.128,0.018,1.261,-2.256,3.517,-0.017,-0.979,-0.016,0.028,2,1,2,"SQUILLY, MICHAEL","GO ON PICNIC"
60,19,2,2,1.957,0.043,0.207,0.043,1.261,-2.161,3.422,-0.043,-0.502,-0.397,0.049,2,1,2,"SQUILLY, MICHAEL","GO TO ZOO"
60,20,1,1,0.787,0.428,0.326,0.213,1.261,1.747,-0.486,-0.641,1.747,1.261,0.414,1,1,1,"SQUILLY, MICHAEL","WATCH BUGS"
60,21,2,2,1.804,0.184,0.457,0.196,1.261,-0.804,2.065,-0.202,0.997,-0.54,0.211,2,1,2,"SQUILLY, MICHAEL","WATCH BIRD MAKE NEST"
60,22,1,1,1.545,0.341,-0.932,-0.545,1.261,-0.009,1.27,-1.015,-0.009,1.261,0.322,2,1,1,"SQUILLY, MICHAEL","FIND OUT WHAT ANIMALS EAT"
60,23,0,0,0.639,0.476,-0.926,-0.639,1.261,1.947,-0.686,-0.726,0.154,3.053,0.509,0,1,0,"SQUILLY, MICHAEL","WATCH A RAT"
60,24,2,2,1.691,0.275,0.59,0.309,1.261,-0.32,1.581,-0.327,1.496,-0.556,0.313,2,1,2,"SQUILLY, MICHAEL","FIND OUT WHAT FLOWERS LIVE ON"
60,25,1,1,1.377,0.408,-0.591,-0.377,1.261,0.421,0.84,-0.799,0.421,1.261,0.39,2,1,1,"SQUILLY, MICHAEL","TALK W/FRIENDS ABOUT PLANTS"
61,1,2,2,1.362,0.294,1.176,0.638,0.374,-0.892,1.265,-0.932,1.879,-2.397,0.183,1,1,2,"SQUILLY, BAY OF","WATCH BIRDS"
61,2,1,1,1.524,0.42,-0.809,-0.524,0.374,-0.611,0.984,-1.185,-0.611,0.374,0.513,2,1,1,"SQUILLY, BAY OF","READ BOOKS ON ANIMALS"
61,3,1,1,1.037,0.393,-0.06,-0.037,0.374,0.279,0.095,-0.502,0.279,0.374,0.392,1,1,1,"SQUILLY, BAY OF","READ BOOKS ON PLANTS"
61,4,1,1,0.515,0.309,0.873,0.485,0.374,1.802,-1.428,-0.786,1.802,0.374,0.205,0,1,1,"SQUILLY, BAY OF","WATCH GRASS CHANGE"
61,5,0,0,0.254,0.23,-0.529,-0.254,0.374,2.189,-1.815,-0.266,0.357,2.205,0.258,0,1,0,"SQUILLY, BAY OF","FIND BOTTLES AND CANS"
61,6,1,1,1.084,0.4,-0.133,-0.084,0.374,0.164,0.21,-0.522,0.164,0.374,0.395,1,1,1,"SQUILLY, BAY OF","LOOK UP STRANGE ANIMAL OR PLANT"
61,7,0,0,0.719,0.431,-1.096,-0.719,0.374,0.994,-0.62,-0.928,-1.063,2.43,0.416,1,1,0,"SQUILLY, BAY OF","WATCH ANIMAL MOVE"
61,8,0,0,0.523,0.332,-0.909,-0.523,0.374,1.641,-1.267,-0.659,-0.641,2.656,0.257,0,1,0,"SQUILLY, BAY OF","LOOK IN SIDEWALK CRACKS"
61,9,2,2,0.883,0.511,1.562,1.117,0.374,0.6,-0.226,-1.59,2.492,-1.519,0.512,1,1,2,"SQUILLY, BAY OF","LEARN WEED NAMES"
61,10,2,2,1.728,0.229,0.569,0.272,0.374,-1.57,1.943,-0.297,0.473,-1.67,0.208,2,1,2,"SQUILLY, BAY OF","LISTEN TO BIRD SING"
61,11,1,1,1.567,0.281,-1.069,-0.567,0.374,-1.372,1.746,-0.922,-1.372,0.374,0.169,2,1,1,"SQUILLY, BAY OF","FIND WHERE ANIMAL LIVES"
61,12,2,2,1.819,0.148,0.469,0.181,0.374,-1.139,1.513,-0.199,-0.041,-0.725,0.082,2,1,2,"SQUILLY, BAY OF","GO TO MUSEUM"
61,13,2,2,1.73,0.322,0.475,0.27,0.374,-0.896,1.27,-0.232,0.437,-0.96,0.606,2,1,2,"SQUILLY, BAY OF","GROW GARDEN"
61,14,1,1,1.034,0.422,-0.052,-0.034,0.374,0.294,0.08,-0.55,0.294,0.374,0.422,1,1,1,"SQUILLY, BAY OF","LOOK AT PICTURES OF PLANTS"
61,15,1,1,1.421,0.398,-0.667,-0.421,0.374,-0.559,0.933,-0.856,-0.559,0.374,0.384,2,1,1,"SQUILLY, BAY OF","READ ANIMAL STORIES"
61,16,1,1,0.966,0.358,0.057,0.034,0.374,0.468,-0.095,-0.445,0.468,0.374,0.357,1,1,1,"SQUILLY, BAY OF","MAKE A MAP"
61,17,1,1,1.147,0.443,-0.221,-0.147,0.374,0.045,0.328,-0.626,0.045,0.374,0.437,1,1,1,"SQUILLY, BAY OF","WATCH WHAT ANIMALS EAT"
61,18,2,2,1.952,0.055,0.202,0.048,0.374,-2.256,2.63,-0.044,-0.979,-0.904,0.103,2,1,2,"SQUILLY, BAY OF","GO ON PICNIC"
61,19,2,2,1.895,0.105,0.323,0.105,0.374,-2.161,2.534,-0.104,-0.502,-1.285,0.133,2,1,2,"SQUILLY, BAY OF","GO TO ZOO"
61,20,0,0,0.448,0.323,-0.789,-0.448,0.374,1.747,-1.373,-0.529,-0.373,2.493,0.278,0,1,0,"SQUILLY, BAY OF","WATCH BUGS"
61,21,1,1,1.566,0.364,-0.938,-0.566,0.374,-0.804,1.178,-1.156,-0.804,0.374,0.412,2,1,1,"SQUILLY, BAY OF","WATCH BIRD MAKE NEST"
61,22,1,1,1.181,0.463,-0.266,-0.181,0.374,-0.009,0.383,-0.685,-0.009,0.374,0.459,1,1,1,"SQUILLY, BAY OF","FIND OUT WHAT ANIMALS EAT"
61,23,0,0,0.305,0.275,-0.583,-0.305,0.374,1.947,-1.573,-0.32,0.154,2.166,0.32,0,1,0,"SQUILLY, BAY OF","WATCH A RAT"
61,24,2,2,1.36,0.47,0.934,0.64,0.374,-0.32,0.694,-0.735,1.496,-1.443,0.497,2,1,2,"SQUILLY, BAY OF","FIND OUT WHAT FLOWERS LIVE ON"
61,25,2,2,0.977,0.471,1.49,1.023,0.374,0.421,-0.048,-1.495,2.457,-1.662,0.471,1,1,2,"SQUILLY, BAY OF","TALK W/FRIENDS ABOUT PLANTS"
62,1,2,2,1.328,0.294,1.24,0.672,0.256,-0.892,1.148,-1.009,1.879,-2.514,0.195,1,1,2,"BEISER, ED","WATCH BIRDS"
62,2,2,2,1.473,0.452,0.784,0.527,0.256,-0.611,0.867,-0.555,1.065,-1.419,0.538,2,1,2,"BEISER, ED","READ BOOKS ON ANIMALS"
62,3,2,2,0.991,0.393,1.609,1.009,0.256,0.279,-0.023,-1.649,2.577,-2.042,0.393,1,1,2,"BEISER, ED","READ BOOKS ON PLANTS"
62,4,0,0,0.479,0.299,-0.876,-0.479,0.256,1.802,-1.546,-0.606,-0.656,2.714,0.193,0,1,0,"BEISER, ED","WATCH GRASS CHANGE"
62,5,0,0,0.228,0.209,-0.499,-0.228,0.256,2.189,-1.933,-0.238,0.357,2.088,0.234,0,1,0,"BEISER, ED","FIND BOTTLES AND CANS"
62,6,0,0,1.037,0.401,-1.638,-1.037,0.256,0.164,0.093,-1.7,-2.106,2.525,0.4,1,1,0,"BEISER, ED","LOOK UP STRANGE ANIMAL OR PLANT"
62,7,0,0,0.669,0.417,-1.036,-0.669,0.256,0.994,-0.738,-0.847,-1.063,2.313,0.399,1,1,0,"BEISER, ED","WATCH ANIMAL MOVE"
62,8,0,0,0.485,0.319,-0.86,-0.485,0.256,1.641,-1.385,-0.599,-0.641,2.538,0.241,0,1,0,"BEISER, ED","LOOK IN SIDEWALK CRACKS"
62,9,2,2,0.824,0.502,1.661,1.176,0.256,0.6,-0.343,-1.724,2.492,-1.636,0.505,1,1,2,"BEISER, ED","LEARN WEED NAMES"
62,10,2,2,1.7,0.247,0.603,0.3,0.256,-1.57,1.826,-0.33,0.473,-1.787,0.225,2,1,2,"BEISER, ED","LISTEN TO BIRD SING"
62,11,2,2,1.533,0.292,0.865,0.467,0.256,-1.372,1.628,-0.59,1.135,-2.251,0.179,2,1,2,"BEISER, ED","FIND WHERE ANIMAL LIVES"
62,12,2,2,1.801,0.159,0.498,0.199,0.256,-1.139,1.395,-0.221,-0.041,-0.843,0.083,2,1,2,"BEISER, ED","GO TO MUSEUM"
62,13,2,2,1.69,0.367,0.512,0.31,0.256,-0.896,1.152,-0.266,0.437,-1.077,0.666,2,1,2,"BEISER, ED","GROW GARDEN"
62,14,2,2,0.984,0.422,1.563,1.016,0.256,0.294,-0.037,-1.592,2.489,-1.939,0.422,1,1,2,"BEISER, ED","LOOK AT PICTURES OF PLANTS"
62,15,2,2,1.373,0.416,0.972,0.627,0.256,-0.559,0.815,-0.768,1.448,-1.751,0.403,2,1,2,"BEISER, ED","READ ANIMAL STORIES"
62,16,0,0,0.924,0.358,-1.545,-0.924,0.256,0.468,-0.212,-1.515,-1.962,2.686,0.353,1,1,0,"BEISER, ED","MAKE A MAP"
62,17,2,2,1.095,0.448,1.352,0.905,0.256,0.045,0.211,-1.287,2.142,-1.84,0.446,1,1,2,"BEISER, ED","WATCH WHAT ANIMALS EAT"
62,18,2,2,1.945,0.064,0.216,0.055,0.256,-2.256,2.512,-0.05,-0.979,-1.021,0.123,2,1,2,"BEISER, ED","GO ON PICNIC"
62,19,2,2,1.882,0.118,0.343,0.118,0.256,-2.161,2.417,-0.117,-0.502,-1.402,0.152,2,1,2,"BEISER, ED","GO TO ZOO"
62,20,0,0,0.411,0.305,-0.745,-0.411,0.256,1.747,-1.491,-0.478,-0.373,2.376,0.26,0,1,0,"BEISER, ED","WATCH BUGS"
62,21,2,2,1.522,0.392,0.764,0.478,0.256,-0.804,1.06,-0.522,0.997,-1.545,0.438,2,1,2,"BEISER, ED","WATCH BIRD MAKE NEST"
62,22,0,0,1.126,0.471,-1.641,-1.126,0.256,-0.009,0.265,-1.713,-2.022,2.269,0.469,1,1,0,"BEISER, ED","FIND OUT WHAT ANIMALS EAT"
62,23,0,0,0.274,0.25,-0.549,-0.274,0.256,1.947,-1.691,-0.286,0.154,2.049,0.293,0,1,0,"BEISER, ED","WATCH A RAT"
62,24,0,0,1.303,0.491,-1.86,-1.303,0.256,-0.32,0.577,-1.966,-2.137,2.073,0.512,2,1,0,"BEISER, ED","FIND OUT WHAT FLOWERS LIVE ON"
62,25,0,0,0.922,0.468,-1.348,-0.922,0.256,0.421,-0.165,-1.287,-1.614,2.292,0.467,1,1,0,"BEISER, ED","TALK W/FRIENDS ABOUT PLANTS"
63,1,1,1,1.54,0.274,-1.031,-0.54,0.992,-0.892,1.884,-0.833,-0.892,0.992,0.133,2,1,1,"BECKER, SELWIN","WATCH BIRDS"
63,2,2,2,1.732,0.258,0.528,0.268,0.992,-0.611,1.603,-0.271,1.065,-0.683,0.341,2,1,2,"BECKER, SELWIN","READ BOOKS ON ANIMALS"
63,3,1,1,1.276,0.374,-0.451,-0.276,0.992,0.279,0.714,-0.599,0.279,0.992,0.334,1,1,1,"BECKER, SELWIN","READ BOOKS ON PLANTS"
63,4,1,1,0.718,0.342,0.483,0.282,0.992,1.802,-0.81,-0.547,1.802,0.992,0.285,1,1,1,"BECKER, SELWIN","WATCH GRASS CHANGE"
63,5,0,0,0.435,0.359,-0.725,-0.435,0.992,2.189,-1.196,-0.475,0.357,2.824,0.396,0,1,0,"BECKER, SELWIN","FIND BOTTLES AND CANS"
